Index,Date,Time,DateTime,Readings_RH,Readings_F,Type
2023,10/8/18,4:11:03 PM,10/08/1816:11:03,61.1,68.6,
2024,10/8/18,4:21:03 PM,10/08/1816:21:03,61.1,68.6,
2025,10/8/18,4:31:03 PM,10/08/1816:31:03,61.2,68.5,
2026,10/8/18,4:41:03 PM,10/08/1816:41:03,61.2,68.6,
2027,10/8/18,4:51:03 PM,10/08/1816:51:03,61.2,68.5,
2028,10/8/18,5:01:03 PM,10/08/1817:01:03,61.2,68.5,
2029,10/8/18,5:11:03 PM,10/08/1817:11:03,61.3,68.6,
2030,10/8/18,5:21:03 PM,10/08/1817:21:03,61.2,68.6,
2031,10/8/18,5:31:03 PM,10/08/1817:31:03,61.6,68.6,
2032,10/8/18,5:41:03 PM,10/08/1817:41:03,60.9,68.6,
2033,10/8/18,5:51:03 PM,10/08/1817:51:03,61.1,68.6,
2034,10/8/18,6:01:03 PM,10/08/1818:01:03,61,68.6,
2035,10/8/18,6:11:03 PM,10/08/1818:11:03,61.2,68.6,
2036,10/8/18,6:21:03 PM,10/08/1818:21:03,61.3,68.6,
2037,10/8/18,6:31:03 PM,10/08/1818:31:03,61.3,68.6,
2038,10/8/18,6:41:03 PM,10/08/1818:41:03,61.2,68.6,
2039,10/8/18,6:51:03 PM,10/08/1818:51:03,61.2,68.5,
2040,10/8/18,7:01:03 PM,10/08/1819:01:03,61.2,68.6,
2041,10/8/18,7:11:03 PM,10/08/1819:11:03,61.3,68.5,
2042,10/8/18,7:21:03 PM,10/08/1819:21:03,61.3,68.5,
2043,10/8/18,7:31:03 PM,10/08/1819:31:03,61.4,68.5,
2044,10/8/18,7:41:03 PM,10/08/1819:41:03,61.4,68.5,
2045,10/8/18,7:51:03 PM,10/08/1819:51:03,61.3,68.5,
2046,10/8/18,8:01:03 PM,10/08/1820:01:03,61.3,68.6,
2047,10/8/18,8:11:03 PM,10/08/1820:11:03,61.1,68.5,
2048,10/8/18,8:21:03 PM,10/08/1820:21:03,61,68.5,
2049,10/8/18,8:31:03 PM,10/08/1820:31:03,61.1,68.6,
2050,10/8/18,8:41:03 PM,10/08/1820:41:03,61.3,68.5,
2051,10/8/18,8:51:03 PM,10/08/1820:51:03,61.5,68.5,
2052,10/8/18,9:01:03 PM,10/08/1821:01:03,61.5,68.5,
2053,10/8/18,9:11:03 PM,10/08/1821:11:03,61.5,68.5,
2054,10/8/18,9:21:03 PM,10/08/1821:21:03,61.5,68.5,
2055,10/8/18,9:31:03 PM,10/08/1821:31:03,61.5,68.5,
2056,10/8/18,9:41:03 PM,10/08/1821:41:03,61.4,68.5,
2057,10/8/18,9:51:03 PM,10/08/1821:51:03,61.6,68.5,
2058,10/8/18,10:01:03 PM,10/08/1822:01:03,61.4,68.5,
2059,10/8/18,10:11:03 PM,10/08/1822:11:03,61.5,68.5,
2060,10/8/18,10:21:03 PM,10/08/1822:21:03,61.4,68.5,
2061,10/8/18,10:31:03 PM,10/08/1822:31:03,61.5,68.5,
2062,10/8/18,10:41:03 PM,10/08/1822:41:03,61.4,68.6,
2063,10/8/18,10:51:03 PM,10/08/1822:51:03,61.4,68.6,
2064,10/8/18,11:01:03 PM,10/08/1823:01:03,61.5,68.6,
2065,10/8/18,11:11:03 PM,10/08/1823:11:03,61.4,68.6,
2066,10/8/18,11:21:03 PM,10/08/1823:21:03,61.3,68.6,
2067,10/8/18,11:31:03 PM,10/08/1823:31:03,61.4,68.6,
2068,10/8/18,11:41:03 PM,10/08/1823:41:03,61.4,68.6,
2069,10/8/18,11:51:03 PM,10/08/1823:51:03,61.4,68.6,
2070,10/9/18,12:01:03 AM,10/09/1800:01:03,61.3,68.5,
2071,10/9/18,12:11:03 AM,10/09/1800:11:03,61.6,68.5,
2072,10/9/18,12:21:03 AM,10/09/1800:21:03,61.3,68.5,
2073,10/9/18,12:31:03 AM,10/09/1800:31:03,61.4,68.5,
2074,10/9/18,12:41:03 AM,10/09/1800:41:03,61.3,68.5,
2075,10/9/18,12:51:03 AM,10/09/1800:51:03,61.4,68.5,
2076,10/9/18,1:01:03 AM,10/09/1801:01:03,61.3,68.5,
2077,10/9/18,1:11:03 AM,10/09/1801:11:03,61.5,68.5,
2078,10/9/18,1:21:03 AM,10/09/1801:21:03,61.4,68.6,
2079,10/9/18,1:31:03 AM,10/09/1801:31:03,61.4,68.6,
2080,10/9/18,1:41:03 AM,10/09/1801:41:03,61.3,68.6,
2081,10/9/18,1:51:03 AM,10/09/1801:51:03,61.4,68.5,
2082,10/9/18,2:01:03 AM,10/09/1802:01:03,61.4,68.5,
2083,10/9/18,2:11:03 AM,10/09/1802:11:03,61.3,68.5,
2084,10/9/18,2:21:03 AM,10/09/1802:21:03,61.7,68.5,
2085,10/9/18,2:31:03 AM,10/09/1802:31:03,61.3,68.5,
2086,10/9/18,2:41:03 AM,10/09/1802:41:03,61.4,68.5,
2087,10/9/18,2:51:03 AM,10/09/1802:51:03,61.4,68.5,
2088,10/9/18,3:01:03 AM,10/09/1803:01:03,61.4,68.5,
2089,10/9/18,3:11:03 AM,10/09/1803:11:03,61.4,68.5,
2090,10/9/18,3:21:03 AM,10/09/1803:21:03,61.3,68.5,
2091,10/9/18,3:31:03 AM,10/09/1803:31:03,61.5,68.5,
2092,10/9/18,3:41:03 AM,10/09/1803:41:03,61.5,68.6,
2093,10/9/18,3:51:03 AM,10/09/1803:51:03,61.7,68.6,
2094,10/9/18,4:01:03 AM,10/09/1804:01:03,61.4,68.6,
2095,10/9/18,4:11:03 AM,10/09/1804:11:03,61.3,68.6,
2096,10/9/18,4:21:03 AM,10/09/1804:21:03,61.5,68.6,
2097,10/9/18,4:31:03 AM,10/09/1804:31:03,61.4,68.6,
2098,10/9/18,4:41:03 AM,10/09/1804:41:03,61.3,68.6,
2099,10/9/18,4:51:03 AM,10/09/1804:51:03,61.5,68.6,
2100,10/9/18,5:01:03 AM,10/09/1805:01:03,61.5,68.6,
2101,10/9/18,5:11:03 AM,10/09/1805:11:03,61.4,68.6,
2102,10/9/18,5:21:03 AM,10/09/1805:21:03,61.3,68.6,
2103,10/9/18,5:31:03 AM,10/09/1805:31:03,61.6,68.6,
2104,10/9/18,5:41:03 AM,10/09/1805:41:03,61.5,68.6,
2105,10/9/18,5:51:03 AM,10/09/1805:51:03,61.5,68.6,
2106,10/9/18,6:01:03 AM,10/09/1806:01:03,61.4,68.6,
2107,10/9/18,6:11:03 AM,10/09/1806:11:03,61.7,68.6,
2108,10/9/18,6:21:03 AM,10/09/1806:21:03,61.7,68.6,
2109,10/9/18,6:31:03 AM,10/09/1806:31:03,61.6,68.6,
2110,10/9/18,6:41:03 AM,10/09/1806:41:03,61.6,68.6,
2111,10/9/18,6:51:03 AM,10/09/1806:51:03,61.7,68.6,
2112,10/9/18,7:01:03 AM,10/09/1807:01:03,61.9,68.6,
2113,10/9/18,7:11:03 AM,10/09/1807:11:03,61.7,68.6,
2114,10/9/18,7:21:03 AM,10/09/1807:21:03,61.6,68.6,
2115,10/9/18,7:31:03 AM,10/09/1807:31:03,61.6,68.6,
2116,10/9/18,7:41:03 AM,10/09/1807:41:03,61.6,68.6,
2117,10/9/18,7:51:03 AM,10/09/1807:51:03,61.7,68.6,
2118,10/9/18,8:01:03 AM,10/09/1808:01:03,61.6,68.6,
2119,10/9/18,8:11:03 AM,10/09/1808:11:03,61.8,68.6,
2120,10/9/18,8:21:03 AM,10/09/1808:21:03,61.6,68.6,
2121,10/9/18,8:31:03 AM,10/09/1808:31:03,61.7,68.6,
2122,10/9/18,8:41:03 AM,10/09/1808:41:03,61.6,68.6,
2123,10/9/18,8:51:03 AM,10/09/1808:51:03,61.7,68.6,
2124,10/9/18,9:01:03 AM,10/09/1809:01:03,61.6,68.7,
2125,10/9/18,9:11:03 AM,10/09/1809:11:03,61.5,68.6,
2126,10/9/18,9:21:03 AM,10/09/1809:21:03,61.6,68.7,
2127,10/9/18,9:31:03 AM,10/09/1809:31:03,61.5,68.6,
2128,10/9/18,9:41:03 AM,10/09/1809:41:03,61.5,68.6,
2129,10/9/18,9:51:03 AM,10/09/1809:51:03,61.6,68.6,
2130,10/9/18,10:01:03 AM,10/09/1810:01:03,61.5,68.6,
2131,10/9/18,10:11:03 AM,10/09/1810:11:03,61.4,68.6,
2132,10/9/18,10:21:03 AM,10/09/1810:21:03,61.3,68.6,
2133,10/9/18,10:31:03 AM,10/09/1810:31:03,61.3,68.6,
2134,10/9/18,10:41:03 AM,10/09/1810:41:03,61.3,68.6,
2135,10/9/18,10:51:03 AM,10/09/1810:51:03,61.5,68.6,
2136,10/9/18,11:01:03 AM,10/09/1811:01:03,61.5,68.6,
2137,10/9/18,11:11:03 AM,10/09/1811:11:03,61.7,68.6,
2138,10/9/18,11:21:03 AM,10/09/1811:21:03,61.7,68.6,
2139,10/9/18,11:31:03 AM,10/09/1811:31:03,61.7,68.6,
2140,10/9/18,11:41:03 AM,10/09/1811:41:03,61.7,68.6,
2141,10/9/18,11:51:03 AM,10/09/1811:51:03,61.6,68.7,
2142,10/9/18,12:01:03 PM,10/09/1812:01:03,61.3,68.7,
2143,10/9/18,12:11:03 PM,10/09/1812:11:03,61.2,68.7,
2144,10/9/18,12:21:03 PM,10/09/1812:21:03,61.3,68.7,
2145,10/9/18,12:31:03 PM,10/09/1812:31:03,61.2,68.7,
2146,10/9/18,12:41:03 PM,10/09/1812:41:03,61.3,68.7,
2147,10/9/18,12:51:03 PM,10/09/1812:51:03,61.3,68.6,
2148,10/9/18,1:01:03 PM,10/09/1813:01:03,61.3,68.6,
2149,10/9/18,1:11:03 PM,10/09/1813:11:03,61.3,68.6,
2150,10/9/18,1:21:03 PM,10/09/1813:21:03,61.4,68.6,
2151,10/9/18,1:31:03 PM,10/09/1813:31:03,61.4,68.6,
2152,10/9/18,1:41:03 PM,10/09/1813:41:03,61.4,68.6,
2153,10/9/18,1:51:03 PM,10/09/1813:51:03,61.3,68.6,
2154,10/9/18,2:01:03 PM,10/09/1814:01:03,61.2,68.7,
2155,10/9/18,2:11:03 PM,10/09/1814:11:03,61.2,68.7,
2156,10/9/18,2:21:03 PM,10/09/1814:21:03,61.2,68.7,
2157,10/9/18,2:31:03 PM,10/09/1814:31:03,61.3,68.6,
2158,10/9/18,2:41:03 PM,10/09/1814:41:03,61.3,68.6,
2159,10/9/18,2:51:03 PM,10/09/1814:51:03,61.3,68.6,
2160,10/9/18,3:01:03 PM,10/09/1815:01:03,61.4,68.7,
2161,10/9/18,3:11:03 PM,10/09/1815:11:03,61.3,68.6,
2162,10/9/18,3:21:03 PM,10/09/1815:21:03,61.1,68.6,
2163,10/9/18,3:31:03 PM,10/09/1815:31:03,61.1,68.6,
2164,10/9/18,3:41:03 PM,10/09/1815:41:03,61.1,68.6,
2165,10/9/18,3:51:03 PM,10/09/1815:51:03,61.2,68.6,
2166,10/9/18,4:01:03 PM,10/09/1816:01:03,61.2,68.6,
2167,10/9/18,4:11:03 PM,10/09/1816:11:03,61.2,68.6,
2168,10/9/18,4:21:03 PM,10/09/1816:21:03,61.1,68.6,
2169,10/9/18,4:31:03 PM,10/09/1816:31:03,61.2,68.6,
2170,10/9/18,4:41:03 PM,10/09/1816:41:03,61.4,68.6,
2171,10/9/18,4:51:03 PM,10/09/1816:51:03,61.4,68.6,
2172,10/9/18,5:01:03 PM,10/09/1817:01:03,61.2,68.6,
2173,10/9/18,5:11:03 PM,10/09/1817:11:03,61.1,68.6,
2174,10/9/18,5:21:03 PM,10/09/1817:21:03,61.1,68.6,
2175,10/9/18,5:31:03 PM,10/09/1817:31:03,61.2,68.6,
2176,10/9/18,5:41:03 PM,10/09/1817:41:03,61.3,68.6,
2177,10/9/18,5:51:03 PM,10/09/1817:51:03,61.2,68.6,
2178,10/9/18,6:01:03 PM,10/09/1818:01:03,61.3,68.6,
2179,10/9/18,6:11:03 PM,10/09/1818:11:03,61.3,68.6,
2180,10/9/18,6:21:03 PM,10/09/1818:21:03,61.3,68.6,
2181,10/9/18,6:31:03 PM,10/09/1818:31:03,61.1,68.6,
2182,10/9/18,6:41:03 PM,10/09/1818:41:03,61.2,68.6,
2183,10/9/18,6:51:03 PM,10/09/1818:51:03,61.2,68.6,
2184,10/9/18,7:01:03 PM,10/09/1819:01:03,61.2,68.6,
2185,10/9/18,7:11:03 PM,10/09/1819:11:03,61.2,68.6,
2186,10/9/18,7:21:03 PM,10/09/1819:21:03,61.2,68.6,
2187,10/9/18,7:31:03 PM,10/09/1819:31:03,61.3,68.6,
2188,10/9/18,7:41:03 PM,10/09/1819:41:03,61.3,68.6,
2189,10/9/18,7:51:03 PM,10/09/1819:51:03,61.2,68.6,
2190,10/9/18,8:01:03 PM,10/09/1820:01:03,61.2,68.6,
2191,10/9/18,8:11:03 PM,10/09/1820:11:03,61.1,68.6,
2192,10/9/18,8:21:03 PM,10/09/1820:21:03,61.1,68.6,
2193,10/9/18,8:31:03 PM,10/09/1820:31:03,61.3,68.5,
2194,10/9/18,8:41:03 PM,10/09/1820:41:03,61.4,68.5,
2195,10/9/18,8:51:03 PM,10/09/1820:51:03,61.4,68.5,
2196,10/9/18,9:01:03 PM,10/09/1821:01:03,61.4,68.5,
2197,10/9/18,9:11:03 PM,10/09/1821:11:03,61.3,68.5,
2198,10/9/18,9:21:03 PM,10/09/1821:21:03,61.3,68.5,
2199,10/9/18,9:31:03 PM,10/09/1821:31:03,61.3,68.5,
2200,10/9/18,9:41:03 PM,10/09/1821:41:03,61.4,68.6,
2201,10/9/18,9:51:03 PM,10/09/1821:51:03,61.3,68.6,
2202,10/9/18,10:01:03 PM,10/09/1822:01:03,61.2,68.6,
2203,10/9/18,10:11:03 PM,10/09/1822:11:03,61.2,68.6,
2204,10/9/18,10:21:03 PM,10/09/1822:21:03,61.5,68.6,
2205,10/9/18,10:31:03 PM,10/09/1822:31:03,61.4,68.6,
2206,10/9/18,10:41:03 PM,10/09/1822:41:03,61.6,68.5,
2207,10/9/18,10:51:03 PM,10/09/1822:51:03,61.5,68.6,
2208,10/9/18,11:01:03 PM,10/09/1823:01:03,61.4,68.5,
2209,10/9/18,11:11:03 PM,10/09/1823:11:03,61.5,68.5,
2210,10/9/18,11:21:03 PM,10/09/1823:21:03,61.5,68.5,
2211,10/9/18,11:31:03 PM,10/09/1823:31:03,61.6,68.5,
2212,10/9/18,11:41:03 PM,10/09/1823:41:03,61.4,68.5,
2213,10/9/18,11:51:03 PM,10/09/1823:51:03,61.6,68.5,
2214,10/10/18,12:01:03 AM,10/10/1800:01:03,61.5,68.6,
2215,10/10/18,12:11:03 AM,10/10/1800:11:03,61.4,68.5,
2216,10/10/18,12:21:03 AM,10/10/1800:21:03,61.4,68.6,
2217,10/10/18,12:31:03 AM,10/10/1800:31:03,61.4,68.6,
2218,10/10/18,12:41:03 AM,10/10/1800:41:03,61.6,68.6,
2219,10/10/18,12:51:03 AM,10/10/1800:51:03,61.3,68.6,
2220,10/10/18,1:01:03 AM,10/10/1801:01:03,61.6,68.6,
2221,10/10/18,1:11:03 AM,10/10/1801:11:03,61.3,68.6,
2222,10/10/18,1:21:03 AM,10/10/1801:21:03,61.5,68.6,
2223,10/10/18,1:31:03 AM,10/10/1801:31:03,61.4,68.6,
2224,10/10/18,1:41:03 AM,10/10/1801:41:03,61.5,68.5,
2225,10/10/18,1:51:03 AM,10/10/1801:51:03,61.4,68.6,
2226,10/10/18,2:01:03 AM,10/10/1802:01:03,61.4,68.5,
2227,10/10/18,2:11:03 AM,10/10/1802:11:03,61.6,68.5,
2228,10/10/18,2:21:03 AM,10/10/1802:21:03,61.4,68.6,
2229,10/10/18,2:31:03 AM,10/10/1802:31:03,61.7,68.5,
2230,10/10/18,2:41:03 AM,10/10/1802:41:03,61.6,68.5,
2231,10/10/18,2:51:03 AM,10/10/1802:51:03,61.6,68.6,
2232,10/10/18,3:01:03 AM,10/10/1803:01:03,61.4,68.6,
2233,10/10/18,3:11:03 AM,10/10/1803:11:03,61.4,68.6,
2234,10/10/18,3:21:03 AM,10/10/1803:21:03,61.7,68.6,
2235,10/10/18,3:31:03 AM,10/10/1803:31:03,61.3,68.6,
2236,10/10/18,3:41:03 AM,10/10/1803:41:03,61.7,68.6,
2237,10/10/18,3:51:03 AM,10/10/1803:51:03,61.4,68.6,
2238,10/10/18,4:01:03 AM,10/10/1804:01:03,61.5,68.6,
2239,10/10/18,4:11:03 AM,10/10/1804:11:03,61.4,68.6,
2240,10/10/18,4:21:03 AM,10/10/1804:21:03,61.5,68.6,
2241,10/10/18,4:31:03 AM,10/10/1804:31:03,61.7,68.6,
2242,10/10/18,4:41:03 AM,10/10/1804:41:03,61.6,68.6,
2243,10/10/18,4:51:03 AM,10/10/1804:51:03,61.4,68.6,
2244,10/10/18,5:01:03 AM,10/10/1805:01:03,61.7,68.6,
2245,10/10/18,5:11:03 AM,10/10/1805:11:03,61.7,68.6,
2246,10/10/18,5:21:03 AM,10/10/1805:21:03,61.5,68.6,
2247,10/10/18,5:31:03 AM,10/10/1805:31:03,61.7,68.6,
2248,10/10/18,5:41:03 AM,10/10/1805:41:03,61.4,68.6,
2249,10/10/18,5:51:03 AM,10/10/1805:51:03,61.7,68.6,
2250,10/10/18,6:01:03 AM,10/10/1806:01:03,61.7,68.6,
2251,10/10/18,6:11:03 AM,10/10/1806:11:03,61.8,68.6,
2252,10/10/18,6:21:03 AM,10/10/1806:21:03,61.5,68.6,
2253,10/10/18,6:31:03 AM,10/10/1806:31:03,61.7,68.6,
2254,10/10/18,6:41:03 AM,10/10/1806:41:03,61.7,68.6,
2255,10/10/18,6:51:03 AM,10/10/1806:51:03,61.6,68.6,
2256,10/10/18,7:01:03 AM,10/10/1807:01:03,61.7,68.6,
2257,10/10/18,7:11:03 AM,10/10/1807:11:03,61.7,68.6,
2258,10/10/18,7:21:03 AM,10/10/1807:21:03,61.7,68.6,
2259,10/10/18,7:31:03 AM,10/10/1807:31:03,61.9,68.6,
2260,10/10/18,7:41:03 AM,10/10/1807:41:03,61.8,68.6,
2261,10/10/18,7:51:03 AM,10/10/1807:51:03,61.7,68.6,
2262,10/10/18,8:01:03 AM,10/10/1808:01:03,61.8,68.6,
2263,10/10/18,8:11:03 AM,10/10/1808:11:03,61.7,68.6,
2264,10/10/18,8:21:03 AM,10/10/1808:21:03,61.7,68.6,
2265,10/10/18,8:31:03 AM,10/10/1808:31:03,61.8,68.6,
2266,10/10/18,8:41:03 AM,10/10/1808:41:03,61.9,68.6,
2267,10/10/18,8:51:03 AM,10/10/1808:51:03,62.1,68.6,
2268,10/10/18,9:01:03 AM,10/10/1809:01:03,62.1,68.6,
2269,10/10/18,9:11:03 AM,10/10/1809:11:03,62.1,68.6,
2270,10/10/18,9:21:03 AM,10/10/1809:21:03,62,68.6,
2271,10/10/18,9:31:03 AM,10/10/1809:31:03,62,68.6,
2272,10/10/18,9:41:03 AM,10/10/1809:41:03,61.9,68.6,
2273,10/10/18,9:51:03 AM,10/10/1809:51:03,61.7,68.6,
2274,10/10/18,10:01:03 AM,10/10/1810:01:03,61.8,68.6,
2275,10/10/18,10:11:03 AM,10/10/1810:11:03,62,68.6,
2276,10/10/18,10:21:03 AM,10/10/1810:21:03,61.8,68.6,
2277,10/10/18,10:31:03 AM,10/10/1810:31:03,61.8,68.6,
2278,10/10/18,10:41:03 AM,10/10/1810:41:03,61.9,68.6,
2279,10/10/18,10:51:03 AM,10/10/1810:51:03,61.9,68.6,
2280,10/10/18,11:01:03 AM,10/10/1811:01:03,61.7,68.7,
2281,10/10/18,11:11:03 AM,10/10/1811:11:03,61.6,68.7,
2282,10/10/18,11:21:03 AM,10/10/1811:21:03,61.6,68.6,
2283,10/10/18,11:31:03 AM,10/10/1811:31:03,61.6,68.7,
2284,10/10/18,11:41:03 AM,10/10/1811:41:03,61.6,68.7,
2285,10/10/18,11:51:03 AM,10/10/1811:51:03,61.7,68.7,
2286,10/10/18,12:01:03 PM,10/10/1812:01:03,61.8,68.6,
2287,10/10/18,12:11:03 PM,10/10/1812:11:03,62.5,68.6,
2288,10/10/18,12:21:03 PM,10/10/1812:21:03,62.6,68.7,
2289,10/10/18,12:31:03 PM,10/10/1812:31:03,62.4,68.7,
2290,10/10/18,12:41:03 PM,10/10/1812:41:03,62.4,68.7,
2291,10/10/18,12:51:03 PM,10/10/1812:51:03,62.2,68.7,
2292,10/10/18,1:01:03 PM,10/10/1813:01:03,62.3,68.7,
2293,10/10/18,1:11:03 PM,10/10/1813:11:03,62.3,68.7,
2294,10/10/18,1:21:03 PM,10/10/1813:21:03,62.2,68.7,
2295,10/10/18,1:31:03 PM,10/10/1813:31:03,62.1,68.7,
2296,10/10/18,1:41:03 PM,10/10/1813:41:03,62.1,68.7,
2297,10/10/18,1:51:03 PM,10/10/1813:51:03,62.2,68.7,
2298,10/10/18,2:01:03 PM,10/10/1814:01:03,62.1,68.7,
2299,10/10/18,2:11:03 PM,10/10/1814:11:03,62.1,68.7,
2300,10/10/18,2:21:03 PM,10/10/1814:21:03,62.3,68.7,
2301,10/10/18,2:31:03 PM,10/10/1814:31:03,62.6,68.7,
2302,10/10/18,2:41:03 PM,10/10/1814:41:03,62.6,68.8,
2303,10/10/18,2:51:03 PM,10/10/1814:51:03,62.2,68.8,
2304,10/10/18,3:01:03 PM,10/10/1815:01:03,62.1,68.8,
2305,10/10/18,3:11:03 PM,10/10/1815:11:03,62.2,68.8,
2306,10/10/18,3:21:03 PM,10/10/1815:21:03,62.1,68.8,
2307,10/10/18,3:31:03 PM,10/10/1815:31:03,62.1,68.8,
2308,10/10/18,3:41:03 PM,10/10/1815:41:03,61.9,68.8,
2309,10/10/18,3:51:03 PM,10/10/1815:51:03,62.2,68.8,
2310,10/10/18,4:01:03 PM,10/10/1816:01:03,62,68.8,
2311,10/10/18,4:11:03 PM,10/10/1816:11:03,61.9,68.8,
2312,10/10/18,4:21:03 PM,10/10/1816:21:03,61.9,68.8,
2313,10/10/18,4:31:03 PM,10/10/1816:31:03,61.9,68.8,
2314,10/10/18,4:41:03 PM,10/10/1816:41:03,61.9,68.8,
2315,10/10/18,4:51:03 PM,10/10/1816:51:03,62,68.8,
2316,10/10/18,5:01:03 PM,10/10/1817:01:03,61.8,68.8,
2317,10/10/18,5:11:03 PM,10/10/1817:11:03,61.8,68.7,
2318,10/10/18,5:21:03 PM,10/10/1817:21:03,61.9,68.7,
2319,10/10/18,5:31:03 PM,10/10/1817:31:03,61.8,68.7,
2320,10/10/18,5:41:03 PM,10/10/1817:41:03,61.8,68.7,
2321,10/10/18,5:51:03 PM,10/10/1817:51:03,62,68.7,
2322,10/10/18,6:01:03 PM,10/10/1818:01:03,61.9,68.7,
2323,10/10/18,6:11:03 PM,10/10/1818:11:03,61.8,68.7,
2324,10/10/18,6:21:03 PM,10/10/1818:21:03,61.8,68.7,
2325,10/10/18,6:31:03 PM,10/10/1818:31:03,61.6,68.8,
2326,10/10/18,6:41:03 PM,10/10/1818:41:03,61.7,68.7,
2327,10/10/18,6:51:03 PM,10/10/1818:51:03,61.6,68.7,
2328,10/10/18,7:01:03 PM,10/10/1819:01:03,61.6,68.7,
2329,10/10/18,7:11:03 PM,10/10/1819:11:03,61.6,68.7,
2330,10/10/18,7:21:03 PM,10/10/1819:21:03,61.6,68.7,
2331,10/10/18,7:31:03 PM,10/10/1819:31:03,61.6,68.7,
2332,10/10/18,7:41:03 PM,10/10/1819:41:03,61.8,68.7,
2333,10/10/18,7:51:03 PM,10/10/1819:51:03,61.8,68.7,
2334,10/10/18,8:01:03 PM,10/10/1820:01:03,61.8,68.7,
2335,10/10/18,8:11:03 PM,10/10/1820:11:03,61.5,68.7,
2336,10/10/18,8:21:03 PM,10/10/1820:21:03,61.5,68.6,
2337,10/10/18,8:31:03 PM,10/10/1820:31:03,61.5,68.6,
2338,10/10/18,8:41:03 PM,10/10/1820:41:03,61.6,68.6,
2339,10/10/18,8:51:03 PM,10/10/1820:51:03,61.7,68.7,
2340,10/10/18,9:01:03 PM,10/10/1821:01:03,61.7,68.6,
2341,10/10/18,9:11:03 PM,10/10/1821:11:03,61.6,68.6,
2342,10/10/18,9:21:03 PM,10/10/1821:21:03,61.7,68.6,
2343,10/10/18,9:31:03 PM,10/10/1821:31:03,61.6,68.7,
2344,10/10/18,9:41:03 PM,10/10/1821:41:03,61.6,68.6,
2345,10/10/18,9:51:03 PM,10/10/1821:51:03,61.4,68.6,
2346,10/10/18,10:01:03 PM,10/10/1822:01:03,61.7,68.6,
2347,10/10/18,10:11:03 PM,10/10/1822:11:03,61.7,68.6,
2348,10/10/18,10:21:03 PM,10/10/1822:21:03,61.6,68.6,
2349,10/10/18,10:31:03 PM,10/10/1822:31:03,61.7,68.6,
2350,10/10/18,10:41:03 PM,10/10/1822:41:03,61.9,68.6,
2351,10/10/18,10:51:03 PM,10/10/1822:51:03,61.9,68.6,
2352,10/10/18,11:01:03 PM,10/10/1823:01:03,61.8,68.6,
2353,10/10/18,11:11:03 PM,10/10/1823:11:03,61.8,68.6,
2354,10/10/18,11:21:03 PM,10/10/1823:21:03,61.9,68.6,
2355,10/10/18,11:31:03 PM,10/10/1823:31:03,61.9,68.6,
2356,10/10/18,11:41:03 PM,10/10/1823:41:03,61.9,68.6,
2357,10/10/18,11:51:03 PM,10/10/1823:51:03,61.8,68.6,
2358,10/11/18,12:01:03 AM,10/11/1800:01:03,61.9,68.6,
2359,10/11/18,12:11:03 AM,10/11/1800:11:03,61.9,68.6,
2360,10/11/18,12:21:03 AM,10/11/1800:21:03,61.7,68.6,
2361,10/11/18,12:31:03 AM,10/11/1800:31:03,61.7,68.6,
2362,10/11/18,12:41:03 AM,10/11/1800:41:03,61.9,68.6,
2363,10/11/18,12:51:03 AM,10/11/1800:51:03,61.9,68.6,
2364,10/11/18,1:01:03 AM,10/11/1801:01:03,61.9,68.6,
2365,10/11/18,1:11:03 AM,10/11/1801:11:03,61.8,68.6,
2366,10/11/18,1:21:03 AM,10/11/1801:21:03,61.8,68.6,
2367,10/11/18,1:31:03 AM,10/11/1801:31:03,61.8,68.6,
2368,10/11/18,1:41:03 AM,10/11/1801:41:03,62,68.6,
2369,10/11/18,1:51:03 AM,10/11/1801:51:03,61.9,68.6,
2370,10/11/18,2:01:03 AM,10/11/1802:01:03,61.9,68.6,
2371,10/11/18,2:11:03 AM,10/11/1802:11:03,61.8,68.6,
2372,10/11/18,2:21:03 AM,10/11/1802:21:03,62,68.7,
2373,10/11/18,2:31:03 AM,10/11/1802:31:03,61.9,68.7,
2374,10/11/18,2:41:03 AM,10/11/1802:41:03,61.8,68.7,
2375,10/11/18,2:51:03 AM,10/11/1802:51:03,61.9,68.7,
2376,10/11/18,3:01:03 AM,10/11/1803:01:03,61.9,68.6,
2377,10/11/18,3:11:03 AM,10/11/1803:11:03,61.8,68.6,
2378,10/11/18,3:21:03 AM,10/11/1803:21:03,61.7,68.6,
2379,10/11/18,3:31:03 AM,10/11/1803:31:03,61.7,68.6,
2380,10/11/18,3:41:03 AM,10/11/1803:41:03,61.9,68.7,
2381,10/11/18,3:51:03 AM,10/11/1803:51:03,61.6,68.7,
2382,10/11/18,4:01:03 AM,10/11/1804:01:03,61.9,68.7,
2383,10/11/18,4:11:03 AM,10/11/1804:11:03,61.7,68.7,
2384,10/11/18,4:21:03 AM,10/11/1804:21:03,61.8,68.7,
2385,10/11/18,4:31:03 AM,10/11/1804:31:03,61.9,68.7,
2386,10/11/18,4:41:03 AM,10/11/1804:41:03,61.7,68.7,
2387,10/11/18,4:51:03 AM,10/11/1804:51:03,61.6,68.7,
2388,10/11/18,5:01:03 AM,10/11/1805:01:03,61.4,68.7,
2389,10/11/18,5:11:03 AM,10/11/1805:11:03,61.9,68.7,
2390,10/11/18,5:21:03 AM,10/11/1805:21:03,61.9,68.7,
